"Time (EpSec)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
29799.207,7380.240146,0.005352,82.927,272.703,296.898,260.587,261.193
29876.804,7379.383650,0.005429,82.927,272.703,298.038,263.868,264.487
29954.358,7378.372498,0.005486,82.926,272.703,299.437,266.891,267.519
30031.889,7377.230350,0.005520,82.926,272.703,301.041,269.712,270.344
30109.421,7375.984460,0.005528,82.925,272.702,302.794,272.387,273.020
30186.961,7374.664639,0.005507,82.924,272.702,304.639,274.974,275.602
30264.502,7373.302194,0.005457,82.924,272.701,306.517,277.531,278.150
30342.070,7371.928733,0.005377,82.923,272.700,308.371,280.117,280.723
30419.684,7370.576643,0.005269,82.922,272.700,310.137,282.797,283.386
30497.352,7369.278724,0.005134,82.922,272.699,311.747,285.639,286.205
30575.115,7368.066787,0.004977,82.921,272.698,313.128,288.719,289.258
30652.866,7366.973016,0.004801,82.921,272.697,314.199,292.111,292.620
30730.512,7366.025175,0.004613,82.920,272.695,314.875,295.895,296.369
30808.057,7365.245243,0.004421,82.920,272.694,315.077,300.149,300.586
30885.502,7364.652086,0.004233,82.919,272.693,314.729,304.950,305.347
30962.874,7364.261605,0.004059,82.919,272.692,313.772,310.359,310.713
31040.205,7364.085137,0.003909,82.919,272.690,312.186,316.396,316.704
31117.490,7364.127199,0.003794,82.919,272.689,310.016,323.016,323.277
31192.830,7364.376304,0.003724,82.919,272.688,307.458,329.913,330.127
31269.989,7364.836967,0.003702,82.920,272.686,304.579,337.238,337.402
31347.105,7365.493501,0.003731,82.920,272.685,301.680,344.582,344.696
31424.188,7366.329925,0.003810,82.920,272.684,299.001,351.705,351.768
31501.252,7367.326571,0.003932,82.921,272.683,296.736,358.413,358.425
31578.316,7368.460097,0.004088,82.921,272.682,295.004,4.588,4.551
31655.379,7369.702824,0.004268,82.922,272.681,293.850,10.185,10.099
31732.430,7371.023392,0.004461,82.923,272.680,293.258,15.220,15.087
31809.494,7372.389396,0.004656,82.923,272.679,293.170,19.751,19.572
31886.612,7373.768562,0.004845,82.924,272.678,293.512,23.855,23.631
31963.792,7375.127980,0.005020,82.925,272.678,294.202,27.613,27.348
32041.036,7376.434644,0.005174,82.925,272.677,295.158,31.107,30.802
32118.395,7377.657199,0.005303,82.926,272.677,296.304,34.417,34.075
32195.683,7378.762688,0.005402,82.926,272.677,297.562,37.610,37.233
32272.887,7379.724200,0.005469,82.927,272.676,298.860,40.755,40.347
32350.027,7380.519312,0.005504,82.927,272.676,300.131,43.921,43.485
32427.120,7381.130705,0.005507,82.928,272.676,301.311,47.173,46.711
32504.195,7381.546381,0.005480,82.928,272.676,302.341,50.571,50.087
32581.274,7381.758708,0.005427,82.928,272.676,303.163,54.175,53.672
32658.361,7381.764239,0.005352,82.928,272.676,303.720,58.042,57.523
32735.031,7381.565851,0.005261,82.928,272.676,303.958,62.200,61.668
32812.172,7381.166759,0.005161,82.928,272.676,303.836,66.742,66.199
32889.359,7380.576795,0.005060,82.928,272.676,303.319,71.679,71.129
32966.597,7379.809146,0.004967,82.927,272.676,302.392,77.024,76.470
33043.906,7378.880891,0.004892,82.927,272.676,301.073,82.763,82.207
33121.296,7377.812689,0.004842,82.926,272.676,299.414,88.843,88.288
33198.753,7376.628736,0.004826,82.926,272.675,297.508,95.169,94.618
33276.289,7375.356913,0.004849,82.925,272.675,295.484,101.615,101.070
33353.959,7374.028825,0.004913,82.925,272.674,293.493,108.031,107.495
33431.792,7372.678863,0.005016,82.924,272.674,291.681,114.274,113.749
33509.754,7371.341456,0.005153,82.923,272.673,290.171,120.220,119.708
33587.834,7370.048060,0.005318,82.923,272.672,289.038,125.790,125.295
33666.094,7368.827446,0.005502,82.922,272.671,288.322,130.952,130.474
33744.553,7367.708442,0.005695,82.922,272.670,288.028,135.699,135.241
33823.006,7366.720663,0.005887,82.921,272.669,288.136,140.041,139.606
33901.457,7365.886648,0.006071,82.921,272.668,288.606,144.018,143.608
33979.893,7365.225104,0.006238,82.921,272.667,289.388,147.679,147.295
34058.321,7364.750430,0.006383,82.920,272.666,290.431,151.077,150.721
34136.755,7364.472369,0.006499,82.920,272.665,291.680,154.265,153.940
34215.184,7364.395903,0.006584,82.920,272.663,293.086,157.296,157.004
34293.599,7364.521884,0.006634,82.920,272.662,294.596,160.219,159.961
34372.013,7364.847970,0.006649,82.920,272.661,296.165,163.082,162.859
34450.478,7365.368509,0.006626,82.921,272.660,297.746,165.935,165.749
34528.923,7366.071920,0.006568,82.921,272.658,299.290,168.822,168.676
34607.361,7366.941158,0.006476,82.921,272.657,300.748,171.795,171.689
34685.776,7367.954008,0.006355,82.922,272.656,302.072,174.901,174.836
34764.174,7369.085584,0.006208,82.922,272.655,303.213,178.187,178.165
34842.576,7370.309834,0.006041,82.923,272.654,304.126,181.702,181.723
34920.992,7371.599342,0.005860,82.924,272.653,304.767,185.491,185.556
34999.417,7372.924839,0.005674,82.924,272.653,305.094,189.595,189.704
35077.854,7374.255789,0.005489,82.925,272.652,305.077,194.045,194.198
35156.325,7375.561437,0.005314,82.926,272.652,304.700,198.858,199.055
35234.852,7376.811231,0.005157,82.926,272.651,303.971,204.027,204.269
35313.444,7377.975171,0.005027,82.927,272.651,302.929,209.515,209.800
35391.957,7379.022929,0.004929,82.927,272.651,301.650,215.238,215.565
35470.322,7379.928709,0.004867,82.928,272.650,300.240,221.086,221.453
35548.558,7380.671449,0.004844,82.928,272.650,298.824,226.934,227.340
35626.682,7381.233419,0.004856,82.928,272.650,297.531,232.657,233.100
35704.701,7381.600431,0.004900,82.929,272.650,296.473,238.140,238.618
35782.621,7381.762664,0.004970,82.929,272.650,295.738,243.298,243.808
35860.453,7381.715337,0.005057,82.929,272.650,295.379,248.078,248.617
35935.513,7381.471280,0.005150,82.929,272.650,295.407,252.317,252.880
36013.208,7381.018399,0.005248,82.928,272.650,295.815,256.328,256.913
36090.853,7380.372324,0.005340,82.928,272.650,296.583,259.981,260.584
36168.454,7379.548151,0.005420,82.928,272.650,297.667,263.318,263.935
36246.018,7378.565203,0.005482,82.927,272.650,299.020,266.387,267.014
36323.558,7377.446640,0.005521,82.927,272.649,300.587,269.244,269.877
36401.089,7376.218932,0.005534,82.926,272.649,302.314,271.945,272.579
36478.581,7374.911766,0.005518,82.926,272.649,304.142,274.545,275.175
36556.118,7373.554537,0.005474,82.925,272.648,306.018,277.104,277.726
36633.680,7372.179485,0.005399,82.924,272.647,307.880,279.681,280.290
36711.287,7370.818746,0.005296,82.924,272.647,309.668,282.337,282.930
36788.943,7369.504778,0.005166,82.923,272.646,311.316,285.141,285.712
36866.664,7368.269711,0.005013,82.922,272.645,312.751,288.164,288.709
36944.427,7367.145808,0.004840,82.922,272.644,313.891,291.487,292.002
37022.089,7366.164487,0.004653,82.921,272.643,314.651,295.187,295.669
37099.668,7365.349907,0.004461,82.921,272.641,314.946,299.350,299.794
37177.155,7364.720975,0.004271,82.921,272.640,314.702,304.049,304.454
37254.544,7364.292056,0.004094,82.920,272.639,313.859,309.345,309.707
37331.862,7364.073859,0.003938,82.920,272.637,312.389,315.264,315.581
37409.142,7364.072653,0.003816,82.920,272.636,310.323,321.780,322.049
37485.976,7364.286538,0.003736,82.920,272.635,307.784,328.745,328.966
37563.152,7364.710663,0.003704,82.921,272.633,304.931,336.044,336.216
37640.266,7365.332475,0.003724,82.921,272.632,302.016,343.403,343.525
37717.348,7366.137141,0.003795,82.921,272.631,299.281,350.582,350.653
37794.420,7367.106688,0.003910,82.922,272.630,296.930,357.376,357.397
37871.486,7368.218737,0.004061,82.922,272.629,295.098,3.652,3.623
37948.545,7369.446243,0.004239,82.923,272.628,293.842,9.351,9.272
38025.602,7370.758571,0.004430,82.923,272.627,293.156,14.480,14.354
38102.671,7372.123121,0.004626,82.924,272.626,292.988,19.092,18.919
38179.769,7373.506580,0.004818,82.925,272.626,293.264,23.260,23.043
38256.922,7374.875863,0.004996,82.925,272.625,293.903,27.068,26.809
38334.157,7376.198423,0.005155,82.926,272.624,294.821,30.600,30.300
38411.501,7377.442679,0.005289,82.927,272.624,295.942,33.934,33.597
38488.816,7378.576380,0.005394,82.927,272.624,297.189,37.140,36.768
38566.041,7379.571938,0.005467,82.928,272.624,298.489,40.284,39.881
38643.196,7380.406963,0.005509,82.928,272.623,299.776,43.435,43.003
38716.895,7381.038343,0.005518,82.928,272.623,300.937,46.512,46.054
38793.981,7381.511090,0.005498,82.929,272.623,302.022,49.857,49.377
38871.064,7381.781988,0.005451,82.929,272.623,302.914,53.392,52.892
38948.146,7381.845388,0.005380,82.929,272.623,303.555,57.174,56.657
39025.243,7381.700319,0.005291,82.929,272.623,303.891,61.260,60.730
39102.374,7381.350101,0.005191,82.929,272.623,303.870,65.701,65.160
39179.542,7380.802229,0.005087,82.929,272.623,303.453,70.537,69.988
39256.744,7380.069154,0.004989,82.928,272.623,302.620,75.788,75.234
39334.008,7379.168852,0.004907,82.928,272.623,301.380,81.445,80.889
39411.377,7378.123998,0.004849,82.927,272.623,299.783,87.463,86.907
39488.856,7376.960109,0.004824,82.927,272.623,297.916,93.752,93.201
39566.409,7375.704177,0.004837,82.926,272.622,295.901,100.191,99.645
39644.032,7374.384727,0.004890,82.926,272.622,293.881,106.633,106.096
39721.785,7373.032912,0.004983,82.925,272.621,292.005,112.937,112.411
39799.721,7371.682686,0.005113,82.925,272.620,290.401,118.976,118.462
39877.817,7370.368487,0.005272,82.924,272.620,289.162,124.654,124.156
39956.036,7369.121720,0.005452,82.923,272.619,288.337,129.923,129.442
40034.422,7367.969990,0.005643,82.923,272.618,287.937,134.772,134.312
40112.859,7366.941959,0.005837,82.922,272.617,287.947,139.212,138.773
40191.287,7366.062962,0.006024,82.922,272.616,288.332,143.273,142.859
40269.730,7365.353264,0.006196,82.922,272.615,289.044,147.005,146.617
40348.174,7364.828734,0.006347,82.922,272.614,290.031,150.460,150.100
40426.609,7364.500449,0.006470,82.921,272.612,291.238,153.692,153.362
40505.037,7364.374915,0.006563,82.921,272.611,292.614,156.753,156.455
40573.257,7364.432355,0.006615,82.921,272.610,293.908,159.316,159.047
40642.335,7364.647356,0.006640,82.921,272.609,295.276,161.853,161.615
40720.760,7365.078154,0.006635,82.922,272.608,296.859,164.703,164.501
40799.192,7365.698480,0.006593,82.922,272.606,298.427,167.566,167.402
40877.628,7366.493957,0.006516,82.922,272.605,299.932,170.492,170.368
40956.057,7367.444934,0.006407,82.923,272.604,301.325,173.529,173.445
41034.475,7368.527574,0.006271,82.923,272.603,302.557,176.726,176.685
41112.882,7369.715257,0.006112,82.924,272.602,303.580,180.131,180.133
41191.278,7370.979871,0.005936,82.924,272.601,304.348,183.791,183.837
41269.677,7372.293051,0.005751,82.925,272.600,304.820,187.749,187.838
41348.098,7373.626371,0.005565,82.926,272.600,304.960,192.040,192.174
41426.556,7374.950769,0.005384,82.926,272.599,304.743,196.692,196.870
41505.059,7376.235956,0.005217,82.927,272.599,304.164,201.709,201.931
41583.621,7377.450828,0.005073,82.928,272.598,303.245,207.072,207.338
41662.208,7378.563916,0.004959,82.928,272.598,302.044,212.720,213.029
41740.629,7379.544418,0.004881,82.929,272.598,300.659,218.545,218.894
41818.908,7380.369119,0.004840,82.929,272.598,299.212,224.426,224.816
41892.118,7380.983471,0.004836,82.929,272.598,297.915,229.872,230.297
41970.182,7381.456003,0.004865,82.930,272.598,296.710,235.504,235.965
42048.157,7381.727159,0.004924,82.930,272.598,295.791,240.848,241.342
42126.027,7381.788939,0.005004,82.930,272.598,295.229,245.832,246.356
42203.807,7381.639422,0.005097,82.930,272.598,295.061,250.420,250.971
42281.527,7381.282671,0.005196,82.930,272.598,295.288,254.612,255.187
42359.202,7380.727617,0.005293,82.929,272.598,295.890,258.431,259.025
42436.827,7379.987329,0.005380,82.929,272.597,296.830,261.912,262.522
42514.407,7379.078834,0.005451,82.929,272.597,298.061,265.102,265.725
42591.961,7378.022986,0.005501,82.928,272.597,299.533,268.053,268.684
42669.499,7376.844111,0.005527,82.928,272.597,301.192,270.821,271.454
42747.032,7375.569228,0.005526,82.927,272.596,302.984,273.459,274.091
42824.551,7374.228189,0.005496,82.927,272.596,304.850,276.024,276.650
42902.091,7372.852325,0.005436,82.926,272.595,306.734,278.576,279.192
42979.673,7371.474498,0.005346,82.925,272.595,308.574,281.178,281.779
43057.305,7370.127858,0.005229,82.925,272.594,310.306,283.895,284.476
43134.994,7368.844853,0.005086,82.924,272.593,311.860,286.796,287.353
43212.766,7367.656938,0.004921,82.923,272.592,313.159,289.958,290.488
43290.467,7366.597184,0.004740,82.923,272.591,314.120,293.459,293.957
43368.077,7365.693740,0.004549,82.923,272.589,314.653,297.385,297.847
43445.615,7364.969341,0.004356,82.922,272.588,314.677,301.818,302.241
43523.072,7364.440666,0.004171,82.922,272.587,314.123,306.827,307.209
43600.434,7364.118652,0.004003,82.922,272.586,312.948,312.453,312.791
43677.718,7364.009900,0.003863,82.922,272.584,311.157,318.694,318.985
43744.645,7364.090251,0.003773,82.922,272.583,309.155,324.549,324.800
43813.049,7364.338442,0.003715,82.922,272.582,306.777,330.868,331.074
43890.214,7364.813325,0.003697,82.922,272.581,303.874,338.218,338.374
43967.325,7365.482405,0.003731,82.922,272.580,300.975,345.561,345.667
44044.401,7366.329668,0.003815,82.923,272.578,298.318,352.661,352.716
44121.466,7367.336038,0.003940,82.923,272.577,296.091,359.331,359.337
44198.528,7368.478333,0.004100,82.924,272.576,294.406,5.460,5.415
44275.587,7369.728963,0.004282,82.924,272.575,293.302,11.007,10.913
44352.642,7371.056979,0.004476,82.925,272.574,292.758,15.994,15.853
44429.707,7372.430205,0.004672,82.926,272.574,292.715,20.480,20.293
44506.818,7373.816815,0.004861,82.926,272.573,293.097,24.543,24.312
44584.012,7375.184944,0.005036,82.927,272.573,293.824,28.265,27.992
44661.288,7376.501314,0.005190,82.927,272.572,294.815,31.726,31.414
44738.647,7377.732588,0.005318,82.928,272.572,295.992,35.004,34.656
44815.935,7378.845389,0.005415,82.929,272.572,297.277,38.169,37.787
44893.126,7379.812788,0.005481,82.929,272.571,298.598,41.290,40.877
44954.477,7380.463703,0.005510,82.929,272.571,299.631,43.786,43.351
45017.276,7381.010790,0.005518,82.930,272.571,300.635,46.392,45.936
45094.337,7381.505844,0.005500,82.930,272.571,301.746,49.710,49.231
45171.407,7381.797871,0.005454,82.930,272.571,302.666,53.216,52.717
45248.495,7381.881994,0.005384,82.930,272.571,303.338,56.968,56.452
45325.604,7381.756732,0.005296,82.930,272.571,303.707,61.022,60.492
45397.898,7381.451351,0.005202,82.930,272.571,303.731,65.141,64.601
45475.051,7380.932409,0.005098,82.930,272.571,303.376,69.915,69.367
45552.267,7380.226704,0.004999,82.929,272.571,302.605,75.104,74.551
45629.546,7379.351425,0.004913,82.929,272.571,301.425,80.704,80.149
45706.880,7378.327701,0.004851,82.929,272.571,299.875,86.672,86.117
45784.305,7377.180360,0.004820,82.928,272.570,298.039,92.928,92.376
45861.862,7375.937332,0.004827,82.928,272.570,296.036,99.354,98.808
45939.534,7374.628289,0.004873,82.927,272.569,294.010,105.808,105.270
46017.285,7373.283141,0.004960,82.926,272.569,292.105,112.140,111.613
46095.144,7371.932004,0.005084,82.926,272.568,290.450,118.225,117.711
46173.176,7370.606791,0.005239,82.925,272.567,289.143,123.969,123.470
46251.399,7369.341014,0.005416,82.925,272.567,288.244,129.312,128.831
46329.796,7368.166510,0.005607,82.924,272.566,287.774,134.233,133.771
46408.289,7367.112018,0.005801,82.924,272.565,287.720,138.741,138.301
46486.742,7366.202842,0.005989,82.923,272.564,288.046,142.862,142.446
46565.170,7365.458845,0.006164,82.923,272.562,288.707,146.645,146.255
46643.594,7364.896739,0.006319,82.923,272.561,289.651,150.142,149.780
46722.022,7364.529625,0.006447,82.922,272.560,290.825,153.406,153.074
46800.455,7364.366101,0.006545,82.922,272.559,292.178,156.490,156.190
46878.889,7364.409807,0.006608,82.922,272.558,293.658,159.446,159.179
46953.741,7364.643684,0.006635,82.922,272.556,295.143,162.192,161.959
47032.175,7365.084493,0.006627,82.923,272.555,296.728,165.040,164.843
47110.609,7365.715041,0.006582,82.923,272.554,298.295,167.905,167.746
47189.038,7366.519518,0.006503,82.923,272.553,299.795,170.835,170.715
47267.455,7367.477625,0.006392,82.924,272.552,301.180,173.879,173.800
47345.864,7368.565955,0.006254,82.924,272.551,302.402,177.085,177.049
47424.271,7369.758890,0.006093,82.925,272.550,303.414,180.503,180.509
47502.677,7371.028972,0.005917,82.925,272.549,304.168,184.178,184.227
47581.086,7372.347438,0.005731,82.926,272.548,304.621,188.154,188.248
47659.509,7373.684771,0.005544,82.927,272.547,304.738,192.469,192.606
47737.960,7375.010949,0.005363,82.927,272.547,304.496,197.146,197.327
47816.455,7376.295561,0.005197,82.928,272.546,303.890,202.189,202.415
47895.014,7377.508087,0.005054,82.929,272.546,302.947,207.577,207.846
47973.592,7378.617652,0.004942,82.929,272.546,301.725,213.245,213.557
48052.011,7379.594030,0.004866,82.930,272.546,300.325,219.085,219.438
48130.288,7380.413627,0.004827,82.930,272.545,298.870,224.975,225.367
48205.290,7381.034685,0.004826,82.930,272.545,297.543,230.553,230.981
48283.335,7381.494676,0.004858,82.931,272.545,296.352,236.170,236.633
48361.287,7381.753056,0.004918,82.931,272.545,295.456,241.490,241.987
48439.151,7381.804025,0.004999,82.931,272.545,294.919,246.449,246.975
48516.947,7381.646716,0.005093,82.931,272.545,294.773,251.016,251.569
48594.686,7381.284137,0.005192,82.931,272.545,295.020,255.191,255.766
48672.358,7380.722826,0.005289,82.930,272.545,295.641,258.990,259.586
48749.960,7379.973748,0.005376,82.930,272.545,296.602,262.449,263.060
48827.516,7379.053243,0.005446,82.930,272.545,297.858,265.614,266.237
48905.053,7377.982963,0.005496,82.929,272.545,299.356,268.539,269.169
48982.579,7376.788696,0.005521,82.929,272.544,301.041,271.280,271.913
49060.080,7375.499204,0.005517,82.928,272.544,302.854,273.894,274.525
49137.601,7374.144351,0.005485,82.927,272.544,304.740,276.441,277.065
49215.136,7372.756739,0.005422,82.927,272.543,306.639,278.979,279.592
49292.701,7371.370075,0.005330,82.926,272.542,308.487,281.572,282.170
49370.329,7370.018371,0.005209,82.926,272.541,310.219,284.289,284.867
49448.051,7368.734921,0.005064,82.925,272.540,311.762,287.202,287.756
49525.861,7367.551567,0.004897,82.924,272.539,313.041,290.388,290.914
49603.569,7366.500137,0.004714,82.924,272.538,313.970,293.922,294.415
49681.163,7365.607009,0.004522,82.923,272.537,314.463,297.886,298.343
49758.675,7364.894714,0.004329,82.923,272.536,314.438,302.367,302.785
49836.125,7364.380335,0.004145,82.923,272.535,313.826,307.433,307.810
49913.499,7364.074409,0.003979,82.923,272.533,312.589,313.124,313.456
49990.784,7363.981994,0.003842,82.923,272.532,310.736,319.426,319.712
50068.007,7364.104351,0.003744,82.923,272.531,308.343,326.266,326.504
